orgId,activityId,orgName,activityName,address,mainCate,subCate,peoples,teachers,signup,startDate,endDate,hasFoodActivity,weekTime,join,W1,W2,W3,W4,W5,W6,W7,address_plain,geo_plain,geotown_plain
461,48205,臺北市中山區行孝里辦公處,排舞班,臺北市民族東路282號4樓,課程,運動,50,藍麗桂,Y,2025-01-01,2025-12-31,N,"[{'days': ['2'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市中山區行孝里民族東路282號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4873', 'tel': '02-25172230', 'foodType': '葷', 'geo': [121.53595620339, 25.0680192963956], 'geotown': '中山區', 'geovillage': '行孝里'}]",,yes,,,,,,臺北市中山區行孝里民族東路282號4樓,"[121.53595620339, 25.0680192963956]",中山區
141,47885,臺北市中山區朱厝崙社區發展協會,養生太極,臺北市中山區龍江路15號3樓(朱崙區民活動中心),課程,運動,30,李麗雲,Y,2025-01-06,2025-12-29,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4894', 'tel': '2781-5504', 'foodType': '葷', 'geo': [121.540549434885, 25.047417184148], 'geotown': '中山區', 'geovillage': '朱崙里'}]",yes,,,,,,,臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心),"[121.540549434885, 25.047417184148]",中山區
141,47887,臺北市中山區朱厝崙社區發展協會,伸展操,臺北市中山區龍江路15號3樓(朱崙區民活動中心),課程,運動,50,張志強,Y,2025-01-06,2025-12-29,N,"[{'days': ['1'], 'startTime': '14:00', 'endTime': '16:00'}]","[{'address': '臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4894', 'tel': '2781-5504', 'foodType': '葷', 'geo': [121.540549434885, 25.047417184148], 'geotown': '中山區', 'geovillage': '朱崙里'}]",yes,,,,,,,臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心),"[121.540549434885, 25.047417184148]",中山區
141,47888,臺北市中山區朱厝崙社區發展協會,排舞律動,臺北市中山區龍江路15號3樓(朱崙區民活動中心),課程,運動,50,周幸玲,Y,2025-01-07,2025-12-30,N,"[{'days': ['2'], 'startTime': '09:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4894', 'tel': '2781-5504', 'foodType': '葷', 'geo': [121.540549434885, 25.047417184148], 'geotown': '中山區', 'geovillage': '朱崙里'}]",,yes,,,,,,臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心),"[121.540549434885, 25.047417184148]",中山區
141,47893,臺北市中山區朱厝崙社區發展協會,排舞律動,臺北市中山區龍江路15號3樓(朱崙區民活動中心),課程,運動,50,周幸玲,Y,2025-01-02,2025-12-25,N,"[{'days': ['4'], 'startTime': '09:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4894', 'tel': '2781-5504', 'foodType': '葷', 'geo': [121.540549434885, 25.047417184148], 'geotown': '中山區', 'geovillage': '朱崙里'}]",,,,yes,,,,臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心),"[121.540549434885, 25.047417184148]",中山區
141,47894,臺北市中山區朱厝崙社區發展協會,拉筋氣功,臺北市中山區龍江路15號3樓(朱崙區民活動中心),課程,運動,50,林進安,N,2025-01-02,2025-12-25,N,"[{'days': ['4'], 'startTime': '14:00', 'endTime': '16:00'}]","[{'address': '臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4894', 'tel': '2781-5504', 'foodType': '葷', 'geo': [121.540549434885, 25.047417184148], 'geotown': '中山區', 'geovillage': '朱崙里'}]",,,,yes,,,,臺北市中山區朱崙里龍江路15號3樓(朱崙區民活動中心),"[121.540549434885, 25.047417184148]",中山區
442,51865,臺北市中山區中央里民社區發展協會,肌力運動,伊通街125巷11-1號,課程,運動,15,專業師資,N,2025-02-03,2025-12-31,N,"[{'days': ['1'], 'startTime': '08:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區中央里伊通街125巷11-1號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5201', 'tel': '02-25041483', 'foodType': '葷、蛋奶素', 'geo': [121.535406989245, 25.0540708670904], 'geotown': '中山區', 'geovillage': '中央里'}]",yes,,,,,,,臺北市中山區中央里伊通街125巷11-1號,"[121.535406989245, 25.0540708670904]",中山區
442,51867,臺北市中山區中央里民社區發展協會,舞蹈,伊通街125巷11-1號,課程,運動,15,專業師資,N,2025-02-01,2025-12-31,N,"[{'days': ['1'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市中山區中央里伊通街125巷11-1號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5201', 'tel': '02-25041483', 'foodType': '葷、蛋奶素', 'geo': [121.535406989245, 25.0540708670904], 'geotown': '中山區', 'geovillage': '中央里'}]",yes,,,,,,,臺北市中山區中央里伊通街125巷11-1號,"[121.535406989245, 25.0540708670904]",中山區
562,48049,臺北市中山區中原里辦公處,瑜珈課,新生北路二段53號2樓,課程,運動,50,方素秋,Y,2025-01-02,2025-12-31,N,"[{'days': ['4'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市中山區中原里新生北路2段53號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5145', 'tel': '02-2531777', 'foodType': '葷', 'geo': [121.527905823042, 25.0561045490531], 'geotown': '中山區', 'geovillage': '中原里'}]",,,,yes,,,,臺北市中山區中原里新生北路2段53號2樓,"[121.527905823042, 25.0561045490531]",中山區
562,48050,臺北市中山區中原里辦公處,舞蹈班,新生北路二段53號2樓,課程,運動,50,施玉娟,Y,2025-01-03,2025-12-31,N,"[{'days': ['5'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市中山區中原里新生北路2段53號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5145', 'tel': '02-2531777', 'foodType': '葷', 'geo': [121.527905823042, 25.0561045490531], 'geotown': '中山區', 'geovillage': '中原里'}]",,,,,yes,,,臺北市中山區中原里新生北路2段53號2樓,"[121.527905823042, 25.0561045490531]",中山區
837,48445,社團法人臺北市生命樹健康關懷協會,智勇雙全大富翁,台北市中山區北安路458巷41弄50號,課程,運動,40,鄭瑋瑛、吳佳瑩、雷以盼、蔡雅欣,N,2025-01-02,2025-12-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區永安里北安路458巷41弄50號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5184', 'tel': '02-25320737', 'foodType': '葷', 'geo': [121.5464335124, 25.0790251891261], 'geotown': '中山區', 'geovillage': '永安里'}]",,,yes,,,,,臺北市中山區永安里北安路458巷41弄50號,"[121.5464335124, 25.0790251891261]",中山區
40,50719,社團法人臺北市中山區大直社區發展協會(大直一),菲躍樂齡‧活力方案實證應用方案,臺北市中山區大直路21巷1號4樓(中山區大直第一區民活動中心),課程,運動,20,菲特邦師資群,N,2025-02-11,2025-10-14,N,"[{'days': ['2'], 'startTime': '13:00', 'endTime': '15:00'}]","[{'address': '臺北市中山區大直里大直街21巷2號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5076', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546773214151, 25.0816330358041], 'geotown': '中山區', 'geovillage': '大直里'}]",,yes,,,,,,臺北市中山區大直里大直街21巷2號4樓,"[121.546773214151, 25.0816330358041]",中山區
40,50721,社團法人臺北市中山區大直社區發展協會(大直一),單人舞,臺北市中山區大直路21巷1號4樓(中山區大直第一區民活動中心),課程,運動,20,莊幸安,N,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區大直里大直街21巷2號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5076', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546773214151, 25.0816330358041], 'geotown': '中山區', 'geovillage': '大直里'}]",,,yes,,,,,臺北市中山區大直里大直街21巷2號4樓,"[121.546773214151, 25.0816330358041]",中山區
40,50723,社團法人臺北市中山區大直社區發展協會(大直一),民俗舞蹈(不共餐),臺北市中山區大直路21巷1號4樓(中山區大直第一區民活動中心),課程,運動,20,梁承平,N,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '11:00', 'endTime': '13:00'}]","[{'address': '臺北市中山區大直里大直街21巷2號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5076', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546773214151, 25.0816330358041], 'geotown': '中山區', 'geovillage': '大直里'}]",,,yes,,,,,臺北市中山區大直里大直街21巷2號4樓,"[121.546773214151, 25.0816330358041]",中山區
40,50724,社團法人臺北市中山區大直社區發展協會(大直一),太極劍,臺北市中山區大直路21巷1號4樓(中山區大直第一區民活動中心),課程,運動,20,陳財本,N,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '13:00', 'endTime': '15:00'}]","[{'address': '臺北市中山區大直里大直街21巷2號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5076', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546773214151, 25.0816330358041], 'geotown': '中山區', 'geovillage': '大直里'}]",,,yes,,,,,臺北市中山區大直里大直街21巷2號4樓,"[121.546773214151, 25.0816330358041]",中山區
40,50725,社團法人臺北市中山區大直社區發展協會(大直一),鄭子37式太極拳,臺北市中山區大直路21巷1號4樓(中山區大直第一區民活動中心),課程,運動,20,陳財本,N,2025-01-02,2025-12-31,N,"[{'days': ['4'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區大直里大直街21巷2號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5076', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546773214151, 25.0816330358041], 'geotown': '中山區', 'geovillage': '大直里'}]",,,,yes,,,,臺北市中山區大直里大直街21巷2號4樓,"[121.546773214151, 25.0816330358041]",中山區
40,50726,社團法人臺北市中山區大直社區發展協會(大直一),太極扇,臺北市中山區大直路21巷1號4樓(中山區大直第一區民活動中心),課程,運動,20,陳財本,N,2025-01-03,2025-12-31,N,"[{'days': ['5'], 'startTime': '09:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區大直里大直街21巷2號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5076', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546773214151, 25.0816330358041], 'geotown': '中山區', 'geovillage': '大直里'}]",,,,,yes,,,臺北市中山區大直里大直街21巷2號4樓,"[121.546773214151, 25.0816330358041]",中山區
43,50728,社團法人臺北市中山區大直社區發展協會,仙韻太極拳(功夫扇),臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,志工帶領,N,2025-01-06,2025-12-31,N,"[{'days': ['1'], 'startTime': '10:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",yes,,,,,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
43,50739,社團法人臺北市中山區大直社區發展協會,樂活氧樂多 (銀色奇肌勇健椅),臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,菲特邦師資群,N,2025-01-07,2025-12-31,N,"[{'days': ['2'], 'startTime': '10:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",,yes,,,,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
43,50744,社團法人臺北市中山區大直社區發展協會,不老太鼓基礎班,臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,陳鵬凱,N,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '08:00', 'endTime': '10:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",,,yes,,,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
43,50748,社團法人臺北市中山區大直社區發展協會,菲躍樂齡‧活力方案實證應用方案,臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,菲特邦師資群,N,2025-03-05,2025-11-05,N,"[{'days': ['3'], 'startTime': '10:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",,,yes,,,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
43,50752,社團法人臺北市中山區大直社區發展協會,長青鼓舞班,臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,陳鵬凱,N,2025-01-02,2025-12-31,N,"[{'days': ['4'], 'startTime': '08:00', 'endTime': '10:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",,,,yes,,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
43,50754,社團法人臺北市中山區大直社區發展協會,八卦掌,臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,陳睿騰,N,2025-01-02,2025-12-31,N,"[{'days': ['4'], 'startTime': '10:00', 'endTime': '13:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",,,,yes,,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
43,50756,社團法人臺北市中山區大直社區發展協會,不老太鼓進階,臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,陳鵬凱,N,2025-01-03,2025-12-31,N,"[{'days': ['5'], 'startTime': '09:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",,,,,yes,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
43,51690,社團法人臺北市中山區大直社區發展協會,八極養身保健,臺北市中山區大直街1號4樓(中山區大直第二區民活動中心),課程,運動,20,陳睿騰,N,2025-01-03,2025-12-31,N,"[{'days': ['5'], 'startTime': '14:00', 'endTime': '18:00'}]","[{'address': '臺北市中山區大直里大直街1號4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5091', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.546438361043, 25.0834669566769], 'geotown': '中山區', 'geovillage': '大直里'}]",,,,,yes,,,臺北市中山區大直里大直街1號4樓,"[121.546438361043, 25.0834669566769]",中山區
41,49934,社團法人天主教中華基督神修小會之友人文關懷與服務促進協會,樂齡人生,臺北市中山區林森北路77號,課程,運動,25,徐飛柔,Y,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區正義里林森北路73號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5103', 'tel': '02-25230538', 'foodType': '葷', 'geo': [121.524803673165, 25.0494519218202], 'geotown': '中山區', 'geovillage': '正義里'}]",,,yes,,,,,臺北市中山區正義里林森北路73號2樓,"[121.524803673165, 25.0494519218202]",中山區
662,48269,社團法人台北市家庭照顧者關懷協會,單人舞,台北市中山區大直街21巷2號4樓,課程,運動,20,莊幸安,N,2025-01-08,2025-12-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '11:00'}]","[{'address': '臺北市中山區北安里北安路805巷4弄5號地下', 'url': 'https://esp.gov.taipei/openData/orgInfo/5120', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.554588193457, 25.0861347267745], 'geotown': '中山區', 'geovillage': '北安里'}]",,,yes,,,,,臺北市中山區北安里北安路805巷4弄5號地下,"[121.554588193457, 25.0861347267745]",中山區
662,48272,社團法人台北市家庭照顧者關懷協會,楊家秘傳太極拳,台北市中山區北安路805巷4弄5號地下,課程,運動,20,陳財本,N,2025-01-06,2025-12-29,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區北安里北安路805巷4弄5號地下', 'url': 'https://esp.gov.taipei/openData/orgInfo/5120', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.554588193457, 25.0861347267745], 'geotown': '中山區', 'geovillage': '北安里'}]",yes,,,,,,,臺北市中山區北安里北安路805巷4弄5號地下,"[121.554588193457, 25.0861347267745]",中山區
662,50232,社團法人台北市家庭照顧者關懷協會,楊家秘傳太極拳,台北市中山區北安路805巷4弄5號地下,課程,運動,20,陳財本,N,2025-01-06,2025-12-31,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區北安里北安路805巷4弄5號地下', 'url': 'https://esp.gov.taipei/openData/orgInfo/5120', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.554588193457, 25.0861347267745], 'geotown': '中山區', 'geovillage': '北安里'}]",yes,,,,,,,臺北市中山區北安里北安路805巷4弄5號地下,"[121.554588193457, 25.0861347267745]",中山區
662,50233,社團法人台北市家庭照顧者關懷協會,八極養身保健,台北市中山區北安路805巷4弄5號地下,課程,運動,20,陳睿騰,N,2025-01-07,2025-12-31,N,"[{'days': ['2'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區北安里北安路805巷4弄5號地下', 'url': 'https://esp.gov.taipei/openData/orgInfo/5120', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.554588193457, 25.0861347267745], 'geotown': '中山區', 'geovillage': '北安里'}]",,yes,,,,,,臺北市中山區北安里北安路805巷4弄5號地下,"[121.554588193457, 25.0861347267745]",中山區
662,50710,社團法人台北市家庭照顧者關懷協會,竹林太鼓班,台北市中山區北安路805巷4弄5號地下,課程,運動,20,陳力愷,N,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區北安里北安路805巷4弄5號地下', 'url': 'https://esp.gov.taipei/openData/orgInfo/5120', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.554588193457, 25.0861347267745], 'geotown': '中山區', 'geovillage': '北安里'}]",,,yes,,,,,臺北市中山區北安里北安路805巷4弄5號地下,"[121.554588193457, 25.0861347267745]",中山區
662,50713,社團法人台北市家庭照顧者關懷協會,菲躍樂齡‧活力方案實證應用方案,台北市中山區北安路805巷4弄5號地下,課程,運動,20,菲特邦師資群,N,2025-01-03,2025-12-31,N,"[{'days': ['5'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中山區北安里北安路805巷4弄5號地下', 'url': 'https://esp.gov.taipei/openData/orgInfo/5120', 'tel': '02-25329522', 'foodType': '葷', 'geo': [121.554588193457, 25.0861347267745], 'geotown': '中山區', 'geovillage': '北安里'}]",,,,,yes,,,臺北市中山區北安里北安路805巷4弄5號地下,"[121.554588193457, 25.0861347267745]",中山區
12,52292,財團法人台北市建成基督長老教會,銀髮樂活健康操班,,課程,運動,35,蕭郁文,Y,2025-03-03,2025-06-23,N,"[{'days': ['1'], 'startTime': '13:00', 'endTime': '16:00', 'center': None}]","[{'address': '臺北市大同區建泰里承德路1段77巷29號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4948', 'tel': '02-25580685', 'foodType': '葷、蛋奶素', 'geo': [121.51842625866, 25.052131748456], 'geotown': '大同區', 'geovillage': '建泰里'}]",yes,,,,,,,臺北市大同區建泰里承德路1段77巷29號1樓,"[121.51842625866, 25.052131748456]",大同區
1054,48113,財團法人一粒麥子社會福利慈善事業基金會,早操,台北市,課程,運動,30,據點同仁,N,2025-02-03,2025-12-31,N,"[{'days': ['1', '2', '3', '4', '5'], 'startTime': '09:00', 'endTime': '10:00'}]","[{'address': '臺北市大同區光能里承德路2段33之1號1樓；33號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5020', 'tel': '02-23320669', 'foodType': '葷', 'geo': [121.518423703847, 25.0545873949164], 'geotown': '大同區', 'geovillage': '光能里'}]",yes,yes,yes,yes,yes,,,臺北市大同區光能里承德路2段33之1號1樓；33號2樓,"[121.518423703847, 25.0545873949164]",大同區
1054,51914,財團法人一粒麥子社會福利慈善事業基金會,活力動踹,臺北市大同區光能里承德路2段33之1號1樓,課程,運動,30,據點工作人員及楊曜榕老師,Y,2025-02-03,2025-12-29,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市大同區光能里承德路2段33之1號1樓；33號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5020', 'tel': '02-23320669', 'foodType': '葷', 'geo': [121.518423703847, 25.0545873949164], 'geotown': '大同區', 'geovillage': '光能里'}]",yes,,,,,,,臺北市大同區光能里承德路2段33之1號1樓；33號2樓,"[121.518423703847, 25.0545873949164]",大同區
1054,51919,財團法人一粒麥子社會福利慈善事業基金會,動動健康班,臺北市大同區光能里承德路2段33之1號1樓,課程,運動,30,據點工作人員及錢志杰老師,Y,2025-02-06,2025-12-25,N,"[{'days': ['4'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市大同區光能里承德路2段33之1號1樓；33號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5020', 'tel': '02-23320669', 'foodType': '葷', 'geo': [121.518423703847, 25.0545873949164], 'geotown': '大同區', 'geovillage': '光能里'}]",,,,yes,,,,臺北市大同區光能里承德路2段33之1號1樓；33號2樓,"[121.518423703847, 25.0545873949164]",大同區
1054,51923,財團法人一粒麥子社會福利慈善事業基金會,肌勤律動 1,台北市大同區承德路二段33-1號1樓,課程,運動,30,游育帆老師,Y,2025-02-05,2025-12-31,N,"[{'days': ['3'], 'startTime': '13:30', 'endTime': '16:30'}]","[{'address': '臺北市大同區光能里承德路2段33之1號1樓；33號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5020', 'tel': '02-23320669', 'foodType': '葷', 'geo': [121.518423703847, 25.0545873949164], 'geotown': '大同區', 'geovillage': '光能里'}]",,,yes,,,,,臺北市大同區光能里承德路2段33之1號1樓；33號2樓,"[121.518423703847, 25.0545873949164]",大同區
1054,52854,財團法人一粒麥子社會福利慈善事業基金會,活力體適能健康舞,臺北市大同區光能里承德路2段33號2樓（光能區民活動中心）,課程,運動,30,施玉娟,Y,2025-03-06,2025-12-25,N,"[{'days': ['4'], 'startTime': '13:30', 'endTime': '16:30'}]","[{'address': '臺北市大同區光能里承德路2段33之1號1樓；33號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/5020', 'tel': '02-23320669', 'foodType': '葷', 'geo': [121.518423703847, 25.0545873949164], 'geotown': '大同區', 'geovillage': '光能里'}]",,,,yes,,,,臺北市大同區光能里承德路2段33之1號1樓；33號2樓,"[121.518423703847, 25.0545873949164]",大同區
683,51803,臺北市大同區隆和里辦公處,肌力運動課程及健康系列講座,臺北市大同區隆和里景化街46號,課程,運動,50,梁瑋琪,Y,2025-01-02,2025-12-25,N,"[{'days': ['4'], 'startTime': '09:30', 'endTime': '12:30'}]","[{'address': '臺北市大同區隆和里景化街46號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5179', 'tel': '0922-799261', 'foodType': '葷、全素', 'geo': [121.512587694903, 25.0651096979078], 'geotown': '大同區', 'geovillage': '隆和里'}]",,,,yes,,,,臺北市大同區隆和里景化街46號,"[121.512587694903, 25.0651096979078]",大同區
683,51806,臺北市大同區隆和里辦公處,預防及延緩失能計畫課程,臺北市大同區隆和里景化街46號,課程,運動,50,郭芳敏,Y,2025-02-11,2025-12-30,N,"[{'days': ['2'], 'startTime': '09:30', 'endTime': '12:30'}]","[{'address': '臺北市大同區隆和里景化街46號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5179', 'tel': '0922-799261', 'foodType': '葷、全素', 'geo': [121.512587694903, 25.0651096979078], 'geotown': '大同區', 'geovillage': '隆和里'}]",,yes,,,,,,臺北市大同區隆和里景化街46號,"[121.512587694903, 25.0651096979078]",大同區
842,48473,臺北市大同區國慶里辦公處,(星期一上午)社交舞蹈教學,臺北市大同區重慶北路3段76號4樓（區活大禮堂),課程,運動,20,侯彩鳳,Y,2025-01-01,2025-12-31,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市大同區國慶里民族西路260號1樓；重慶北路3段76號4樓（區活大禮堂)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4978', 'tel': '02-25954836；0930-858876', 'foodType': '未提供餐飲服務', 'geo': [121.512110570394, 25.06853606084], 'geotown': '大同區', 'geovillage': '國慶里'}]",yes,,,,,,,臺北市大同區國慶里民族西路260號1樓；重慶北路3段76號4樓（區活大禮堂),"[121.512110570394, 25.06853606084]",大同區
842,48478,臺北市大同區國慶里辦公處,(星期二上午)社交舞蹈教學,臺北市大同區重慶北路3段76號4樓（區活大禮堂),課程,運動,20,侯彩鳳,Y,2025-01-01,2025-12-31,N,"[{'days': ['2'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市大同區國慶里民族西路260號1樓；重慶北路3段76號4樓（區活大禮堂)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4978', 'tel': '02-25954836；0930-858876', 'foodType': '未提供餐飲服務', 'geo': [121.512110570394, 25.06853606084], 'geotown': '大同區', 'geovillage': '國慶里'}]",,yes,,,,,,臺北市大同區國慶里民族西路260號1樓；重慶北路3段76號4樓（區活大禮堂),"[121.512110570394, 25.06853606084]",大同區
842,48479,臺北市大同區國慶里辦公處,(星期四下午)國標舞蹈教學,臺北市大同區重慶北路3段76號4樓（區活大禮堂),課程,運動,20,陳勝吉,Y,2025-01-01,2025-12-31,N,"[{'days': ['4'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市大同區國慶里民族西路260號1樓；重慶北路3段76號4樓（區活大禮堂)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4978', 'tel': '02-25954836；0930-858876', 'foodType': '未提供餐飲服務', 'geo': [121.512110570394, 25.06853606084], 'geotown': '大同區', 'geovillage': '國慶里'}]",,,,yes,,,,臺北市大同區國慶里民族西路260號1樓；重慶北路3段76號4樓（區活大禮堂),"[121.512110570394, 25.06853606084]",大同區
